MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
40,2,ESL One Stockholm 2022,Team Liquid,dire,17,WIN,22:10,Visage,Bristleback,Keeper of the Light,Pangolier,Grimstroke
41,1,ESL One Stockholm 2022,Gaimin Gladiators,dire,21,LOSE,45:12,Sven,Keeper of the Light,Pangolier,Lycan,Chen
41,1,ESL One Stockholm 2022,Team SoloMid,radiant,28,WIN,45:12,Enchantress,Underlord,Leshrac,Kunkka,Io
41,2,ESL One Stockholm 2022,Gaimin Gladiators,radiant,27,WIN,29:20,Bloodseeker,Crystal Maiden,Dragon Knight,Shadow Shaman,Storm Spirit
41,2,ESL One Stockholm 2022,Team SoloMid,dire,9,LOSE,29:20,Legion Commander,Tiny,Enchantress,Ember Spirit,Keeper of the Light
42,1,ESL One Stockholm 2022,Gaimin Gladiators,radiant,29,WIN,37:19,Enchantress,Mirana,Dragon Knight,Monkey King,Storm Spirit
42,1,ESL One Stockholm 2022,Team Spirit,dire,12,LOSE,37:19,Windranger,Tiny,Grimstroke,Keeper of the Light,Mars
42,2,ESL One Stockholm 2022,Gaimin Gladiators,radiant,35,WIN,31:21,Bloodseeker,Mirana,Ember Spirit,Io,Mars
42,2,ESL One Stockholm 2022,Team Spirit,dire,8,LOSE,31:21,Doom,Templar Assassin,Winter Wyvern,Sand King,Keeper of the Light
43,1,ESL One Stockholm 2022,Team Liquid,dire,27,LOSE,50:54,Necrophos,Grimstroke,Wraith King,Io,Mars
43,1,ESL One Stockholm 2022,Thunder Awaken,radiant,44,WIN,50:54,Batrider,Spectre,Bane,Snapfire,Tiny
43,2,ESL One Stockholm 2022,Team Liquid,dire,18,LOSE,38:50,Chaos Knight,Ember Spirit,Undying,Nature's Prophet,Brewmaster
43,2,ESL One Stockholm 2022,Thunder Awaken,radiant,35,WIN,38:50,Doom,Tiny,Weaver,Spectre,Pugna
44,1,ESL One Stockholm 2022,Team SoloMid,radiant,31,WIN,34:32,Enchantress,Death Prophet,Underlord,Chaos Knight,Io
44,1,ESL One Stockholm 2022,Team Spirit,dire,11,LOSE,34:32,Viper,Monkey King,Shadow Shaman,Techies,Dragon Knight
44,2,ESL One Stockholm 2022,Team SoloMid,radiant,10,LOSE,29:59,Huskar,Necrophos,Abaddon,Monkey King,Storm Spirit
44,2,ESL One Stockholm 2022,Team Spirit,dire,23,WIN,29:59,Templar Assassin,Phoenix,Chaos Knight,Ember Spirit,Keeper of the Light
45,1,ESL One Stockholm 2022,Thunder Awaken,dire,20,LOSE,36:25,Snapfire,Spectre,Lich,Nyx Assassin,Tiny
45,1,ESL One Stockholm 2022,Team Spirit,radiant,35,WIN,36:25,Underlord,Anti-Mage,Shadow Shaman,Io,Storm Spirit
45,2,ESL One Stockholm 2022,Thunder Awaken,radiant,24,LOSE,45:47,Tiny,Terrorblade,Abaddon,Mirana,Sand King
45,2,ESL One Stockholm 2022,Team Spirit,dire,40,WIN,45:47,Pangolier,Medusa,Rubick,Io,Mars
46,1,ESL One Stockholm 2022,Tundra Esports,dire,33,WIN,33:21,Naga Siren,Lycan,Phoenix,Snapfire,Pangolier
46,1,ESL One Stockholm 2022,Team Spirit,radiant,13,LOSE,33:21,Ursa,Grimstroke,Puck,Bane,Chaos Knight
46,2,ESL One Stockholm 2022,Tundra Esports,radiant,45,LOSE,59:01,Tiny,Shadow Demon,Doom,Grimstroke,Chaos Knight
46,2,ESL One Stockholm 2022,Team Spirit,dire,36,WIN,59:01,Phantom Assassin,Pangolier,Hoodwink,Snapfire,Dragon Knight
46,3,ESL One Stockholm 2022,Tundra Esports,dire,33,WIN,44:22,Keeper of the Light,Beastmaster,Bane,Doom,Chaos Knight
46,3,ESL One Stockholm 2022,Team Spirit,radiant,11,LOSE,44:22,Puck,Rubick,Luna,Dragon Knight,Pugna
47,1,ESL One Stockholm 2022,Thunder Awaken,dire,26,WIN,40:39,Tidehunter,Templar Assassin,Kunkka,Pugna,Snapfire
47,1,ESL One Stockholm 2022,BetBoom Team,radiant,21,LOSE,40:39,Leshrac,Bane,Mirana,Nature's Prophet,Mars
47,2,ESL One Stockholm 2022,Thunder Awaken,radiant,40,LOSE,48:03,Faceless Void,Windranger,Tidehunter,Storm Spirit,Pugna
47,2,ESL One Stockholm 2022,BetBoom Team,dire,17,WIN,48:03,Nature's Prophet,Templar Assassin,Nyx Assassin,Mars,Io
47,3,ESL One Stockholm 2022,Thunder Awaken,dire,30,WIN,43:34,Templar Assassin,Batrider,Kunkka,Tiny,Pugna
47,3,ESL One Stockholm 2022,BetBoom Team,radiant,23,LOSE,43:34,Abaddon,Bane,Death Prophet,Nature's Prophet,Mars
48,1,ESL One Stockholm 2022,OG,radiant,27,LOSE,55:48,Invoker,Shadow Shaman,Monkey King,Razor,Io
48,1,ESL One Stockholm 2022,Team SoloMid,dire,43,WIN,55:48,Void Spirit,Mirana,Bane,Chaos Knight,Underlord
48,2,ESL One Stockholm 2022,OG,dire,17,LOSE,39:28,Phantom Assassin,Ember Spirit,Bane,Earthshaker,Timbersaw
48,2,ESL One Stockholm 2022,Team SoloMid,radiant,38,WIN,39:28,Night Stalker,Silencer,Pangolier,Monkey King,Keeper of the Light
49,1,ESL One Stockholm 2022,Gaimin Gladiators,radiant,34,WIN,33:28,Tiny,Lycan,Bane,Enchantress,Storm Spirit
49,1,ESL One Stockholm 2022,T1,dire,11,LOSE,33:28,Phoenix,Bristleback,Lina,Shadow Shaman,Pugna
49,2,ESL One Stockholm 2022,Gaimin Gladiators,dire,28,WIN,21:35,Beastmaster,Grimstroke,Chaos Knight,Enchantress,Storm Spirit
49,2,ESL One Stockholm 2022,T1,radiant,6,LOSE,21:35,Leshrac,Tiny,Brewmaster,Mirana,Bane
50,1,ESL One Stockholm 2022,Tundra Esports,dire,40,WIN,64:24,Wraith King,Mars,Phoenix,Beastmaster,Snapfire
50,1,ESL One Stockholm 2022,Thunder Awaken,radiant,30,LOSE,64:24,Rubick,Brewmaster,Lich,Kunkka,Chaos Knight
50,2,ESL One Stockholm 2022,Tundra Esports,radiant,32,WIN,47:42,Luna,Monkey King,Lycan,Pangolier,Snapfire
50,2,ESL One Stockholm 2022,Thunder Awaken,dire,30,LOSE,47:42,Magnus,Tiny,Bane,Mirana,Sand King
51,1,ESL One Stockholm 2022,Team SoloMid,radiant,39,WIN,44:44,Pugna,Nature's Prophet,Kunkka,Phoenix,Mars
51,1,ESL One Stockholm 2022,Gaimin Gladiators,dire,21,LOSE,44:44,Tiny,Timbersaw,Grimstroke,Monkey King,Enchantress
51,2,ESL One Stockholm 2022,Team SoloMid,dire,37,WIN,45:12,Abaddon,Nature's Prophet,Pangolier,Phoenix,Mars
51,2,ESL One Stockholm 2022,Gaimin Gladiators,radiant,17,LOSE,45:12,Beastmaster,Puck,Shadow Shaman,Monkey King,Enchantress
52,1,ESL One Stockholm 2022,Tundra Esports,dire,38,WIN,45:06,Batrider,Rubick,Medusa,Grimstroke,Doom
52,1,ESL One Stockholm 2022,Team SoloMid,radiant,13,LOSE,45:06,Drow Ranger,Elder Titan,Lina,Underlord,Shadow Shaman
52,2,ESL One Stockholm 2022,Tundra Esports,dire,23,LOSE,44:29,Necrophos,Medusa,Shadow Shaman,Grimstroke,Pangolier
52,2,ESL One Stockholm 2022,Team SoloMid,radiant,51,WIN,44:29,Night Stalker,Templar Assassin,Enchantress,Puck,Doom
52,3,ESL One Stockholm 2022,Tundra Esports,dire,14,LOSE,31:04,Gyrocopter,Viper,Mars,Monkey King,Io
52,3,ESL One Stockholm 2022,Team SoloMid,radiant,35,WIN,31:04,Enigma,Enchantress,Templar Assassin,Pangolier,Doom
53,1,ESL One Stockholm 2022,BetBoom Team,radiant,13,LOSE,26:16,Necrophos,Disruptor,Grimstroke,Puck,Mars
53,1,ESL One Stockholm 2022,Team Liquid,dire,23,WIN,26:16,Batrider,Lone Druid,Mirana,Pugna,Storm Spirit
53,2,ESL One Stockholm 2022,BetBoom Team,radiant,24,WIN,46:33,Windranger,Winter Wyvern,Skywrath Mage,Nature's Prophet,Mars
53,2,ESL One Stockholm 2022,Team Liquid,dire,15,LOSE,46:33,Sand King,Batrider,Snapfire,Io,Razor
53,3,ESL One Stockholm 2022,BetBoom Team,dire,37,WIN,58:47,Underlord,Doom,Void Spirit,Grimstroke,Chaos Knight
53,3,ESL One Stockholm 2022,Team Liquid,radiant,19,LOSE,58:47,Rubick,Lone Druid,Winter Wyvern,Pangolier,Snapfire
54,1,ESL One Stockholm 2022,OG,radiant,42,WIN,52:12,Ember Spirit,Chaos Knight,Windranger,Timbersaw,Pugna
54,1,ESL One Stockholm 2022,BOOM Esports,dire,30,LOSE,52:12,Void Spirit,Phoenix,Mars,Monkey King,Snapfire
54,2,ESL One Stockholm 2022,OG,dire,35,WIN,41:29,Morphling,Puck,Earthshaker,Windranger,Timbersaw
54,2,ESL One Stockholm 2022,BOOM Esports,radiant,20,LOSE,41:29,Rubick,Storm Spirit,Keeper of the Light,Chaos Knight,Mars
55,1,ESL One Stockholm 2022,OG,dire,34,WIN,44:58,Mars,Juggernaut,Windranger,Pangolier,Enigma
55,1,ESL One Stockholm 2022,Fnatic,radiant,16,LOSE,44:58,Wraith King,Ember Spirit,Keeper of the Light,Visage,Doom
55,2,ESL One Stockholm 2022,OG,radiant,12,LOSE,36:21,Centaur Warrunner,Ember Spirit,Pugna,Enigma,Chaos Knight
55,2,ESL One Stockholm 2022,Fnatic,dire,27,WIN,36:21,Earth Spirit,Medusa,Elder Titan,Mirana,Kunkka
55,3,ESL One Stockholm 2022,OG,dire,26,WIN,64:06,Morphling,Tidehunter,Jakiro,Pangolier,Enigma
55,3,ESL One Stockholm 2022,Fnatic,radiant,40,LOSE,64:06,Hoodwink,Ember Spirit,Keeper of the Light,Treant Protector,Chaos Knight
56,1,ESL One Stockholm 2022,Gaimin Gladiators,radiant,43,WIN,30:33,Legion Commander,Ember Spirit,Grimstroke,Enchantress,Chaos Knight
56,1,ESL One Stockholm 2022,beastcoast,dire,12,LOSE,30:33,Bristleback,Bloodseeker,Spirit Breaker,Batrider,Pugna
56,2,ESL One Stockholm 2022,Gaimin Gladiators,dire,27,WIN,31:59,Monkey King,Bane,Keeper of the Light,Ember Spirit,Chaos Knight
56,2,ESL One Stockholm 2022,beastcoast,radiant,19,LOSE,31:59,Gyrocopter,Kunkka,Rubick,Io,Mars
57,1,ESL One Stockholm 2022,Thunder Awaken,dire,9,LOSE,27:38,Faceless Void,Snapfire,Tusk,Mars,Pugna
57,1,ESL One Stockholm 2022,OG,radiant,26,WIN,27:38,Void Spirit,Phoenix,Windranger,Razor,Chaos Knight
57,2,ESL One Stockholm 2022,Thunder Awaken,radiant,14,LOSE,32:27,Terrorblade,Sand King,Mirana,Storm Spirit,Pugna
57,2,ESL One Stockholm 2022,OG,dire,34,WIN,32:27,Faceless Void,Kunkka,Nyx Assassin,Viper,Monkey King
58,1,ESL One Stockholm 2022,Gaimin Gladiators,radiant,10,LOSE,32:37,Keeper of the Light,Bane,Monkey King,Enchantress,Chaos Knight
58,1,ESL One Stockholm 2022,OG,dire,27,WIN,32:37,Tiny,Troll Warlord,Doom,Windranger,Timbersaw
58,2,ESL One Stockholm 2022,Gaimin Gladiators,dire,16,LOSE,35:24,Anti-Mage,Tiny,Grimstroke,Enchantress,Mars
58,2,ESL One Stockholm 2022,OG,radiant,36,WIN,35:24,Wraith King,Clockwerk,Void Spirit,Razor,Windranger
59,1,ESL One Stockholm 2022,Tundra Esports,radiant,12,LOSE,27:28,Invoker,Juggernaut,Lich,Visage,Doom
59,1,ESL One Stockholm 2022,OG,dire,31,WIN,27:28,Puck,Razor,Windranger,Viper,Monkey King
59,2,ESL One Stockholm 2022,Tundra Esports,dire,15,LOSE,35:10,Troll Warlord,Hoodwink,Doom,Pangolier,Pugna
59,2,ESL One Stockholm 2022,OG,radiant,33,WIN,35:10,Bloodseeker,Io,Monkey King,Puck,Chaos Knight
60,1,ESL One Stockholm 2022,Team SoloMid,radiant,31,WIN,33:47,Death Prophet,Wraith King,Pugna,Pangolier,Enigma
60,1,ESL One Stockholm 2022,OG,dire,9,LOSE,33:47,Lina,Underlord,Rubick,Windranger,Kunkka
60,2,ESL One Stockholm 2022,Team SoloMid,radiant,14,LOSE,38:03,Dark Seer,Doom,Nature's Prophet,Puck,Pugna
60,2,ESL One Stockholm 2022,OG,dire,45,WIN,38:03,Monkey King,Night Stalker,Windranger,Snapfire,Storm Spirit
60,3,ESL One Stockholm 2022,Team SoloMid,radiant,27,LOSE,41:58,Night Stalker,Wraith King,Leshrac,Monkey King,Pugna
60,3,ESL One Stockholm 2022,OG,dire,31,WIN,41:58,Templar Assassin,Invoker,Mirana,Dragon Knight,Snapfire
60,4,ESL One Stockholm 2022,Team SoloMid,radiant,4,LOSE,33:41,Silencer,Wraith King,Leshrac,Dragon Knight,Snapfire
60,4,ESL One Stockholm 2022,OG,dire,37,WIN,33:41,Bloodseeker,Mars,Grimstroke,Windranger,Storm Spirit
61,1,ESL One Stockholm 2022,BetBoom Team,radiant,36,WIN,32:24,Puck,Ancient Apparition,Grimstroke,Chaos Knight,Mars
61,1,ESL One Stockholm 2022,Evil Geniuses,dire,12,LOSE,32:24,Void Spirit,Wraith King,Timbersaw,Tusk,Viper
61,2,ESL One Stockholm 2022,BetBoom Team,radiant,36,WIN,36:59,Snapfire,Ancient Apparition,Necrophos,Io,Mars
61,2,ESL One Stockholm 2022,Evil Geniuses,dire,14,LOSE,36:59,Tiny,Beastmaster,Grimstroke,Chaos Knight,Pugna
62,1,ESL One Stockholm 2022,BetBoom Team,radiant,33,LOSE,42:37,Puck,Skywrath Mage,Shadow Shaman,Visage,Mars
62,1,ESL One Stockholm 2022,OG,dire,23,WIN,42:37,Ember Spirit,Wraith King,Winter Wyvern,Razor,Nyx Assassin
62,2,ESL One Stockholm 2022,BetBoom Team,dire,29,LOSE,44:42,Shadow Shaman,Pangolier,Ancient Apparition,Mars,Nature's Prophet
62,2,ESL One Stockholm 2022,OG,radiant,46,WIN,44:42,Razor,Puck,Windranger,Underlord,Io
63,1,ESL One Stockholm 2022,BetBoom Team,dire,28,WIN,33:21,Clockwerk,Skywrath Mage,Puck,Nature's Prophet,Chaos Knight
63,1,ESL One Stockholm 2022,T1,radiant,12,LOSE,33:21,Tiny,Templar Assassin,Phoenix,Shadow Shaman,Brewmaster
63,2,ESL One Stockholm 2022,BetBoom Team,dire,37,WIN,42:13,Viper,Winter Wyvern,Puck,Visage,Mars
63,2,ESL One Stockholm 2022,T1,radiant,27,LOSE,42:13,Leshrac,Spectre,Jakiro,Io,Pangolier
64,1,ESL One Stockholm 2022,BOOM Esports,dire,30,WIN,33:16,Juggernaut,Puck,Phoenix,Shadow Shaman,Mars
64,1,ESL One Stockholm 2022,T1,radiant,11,LOSE,33:16,Vengeful Spirit,Storm Spirit,Io,Chaos Knight,Treant Protector
64,2,ESL One Stockholm 2022,BOOM Esports,dire,19,LOSE,47:19,Faceless Void,Void Spirit,Grimstroke,Brewmaster,Shadow Shaman
64,2,ESL One Stockholm 2022,T1,radiant,36,WIN,47:19,Death Prophet,Jakiro,Spectre,Razor,Treant Protector
65,1,ESL One Stockholm 2022,BOOM Esports,radiant,13,LOSE,37:13,Ursa,Kunkka,Mirana,Timbersaw,Pugna
65,1,ESL One Stockholm 2022,Tundra Esports,dire,39,WIN,37:13,Shadow Demon,Snapfire,Bane,Pangolier,Chaos Knight
65,2,ESL One Stockholm 2022,BOOM Esports,dire,14,LOSE,30:56,Razor,Templar Assassin,Weaver,Mirana,Dragon Knight
65,2,ESL One Stockholm 2022,Tundra Esports,radiant,20,WIN,30:56,Luna,Void Spirit,Treant Protector,Visage,Pugna
66,1,ESL One Stockholm 2022,beastcoast,dire,12,LOSE,41:18,Faceless Void,Venomancer,Jakiro,Rubick,Mars
66,1,ESL One Stockholm 2022,Evil Geniuses,radiant,27,WIN,41:18,Tidehunter,Queen of Pain,Death Prophet,Shadow Shaman,Chaos Knight
66,2,ESL One Stockholm 2022,beastcoast,dire,30,WIN,31:31,Templar Assassin,Batrider,Bloodseeker,Snapfire,Tusk
66,2,ESL One Stockholm 2022,Evil Geniuses,radiant,22,LOSE,31:31,Lina,Dark Willow,Shadow Demon,Mars,Chaos Knight
67,1,ESL One Stockholm 2022,beastcoast,radiant,26,LOSE,51:12,Keeper of the Light,Winter Wyvern,Rubick,Void Spirit,Chaos Knight
67,1,ESL One Stockholm 2022,Tundra Esports,dire,56,WIN,51:12,Spectre,Necrophos,Doom,Pangolier,Grimstroke
67,2,ESL One Stockholm 2022,beastcoast,dire,20,LOSE,35:08,Venomancer,Lifestealer,Enchantress,Tiny,Grimstroke
67,2,ESL One Stockholm 2022,Tundra Esports,radiant,45,WIN,35:08,Shadow Shaman,Snapfire,Doom,Pugna,Chaos Knight
68,1,ESL One Stockholm 2022,Evil Geniuses,radiant,12,LOSE,37:12,Templar Assassin,Winter Wyvern,Bloodseeker,Io,Mars
68,1,ESL One Stockholm 2022,OG,dire,37,WIN,37:12,Underlord,Kunkka,Windranger,Pangolier,Enigma
68,2,ESL One Stockholm 2022,Evil Geniuses,dire,22,LOSE,42:30,Void Spirit,Nature's Prophet,Phoenix,Dragon Knight,Grimstroke
68,2,ESL One Stockholm 2022,OG,radiant,38,WIN,42:30,Invoker,Bloodseeker,Windranger,Mars,Enigma
69,1,ESL One Stockholm 2022,T1,radiant,10,LOSE,22:55,Viper,Bristleback,Keeper of the Light,Pangolier,Pugna
69,1,ESL One Stockholm 2022,Tundra Esports,dire,25,WIN,22:55,Juggernaut,Mars,Bane,Doom,Visage
69,2,ESL One Stockholm 2022,T1,dire,27,LOSE,29:33,Bloodseeker,Puck,Crystal Maiden,Phoenix,Doom
69,2,ESL One Stockholm 2022,Tundra Esports,radiant,22,WIN,29:33,Medusa,Void Spirit,Weaver,Grimstroke,Beastmaster
70,1,ESL One Stockholm 2022,Fnatic,radiant,14,LOSE,39:01,Necrophos,Brewmaster,Phoenix,Treant Protector,Templar Assassin
70,1,ESL One Stockholm 2022,Gaimin Gladiators,dire,26,WIN,39:01,Ember Spirit,Snapfire,Dragon Knight,Chaos Knight,Io
70,2,ESL One Stockholm 2022,Fnatic,dire,12,LOSE,32:12,Tidehunter,Weaver,Hoodwink,Chaos Knight,Storm Spirit
70,2,ESL One Stockholm 2022,Gaimin Gladiators,radiant,23,WIN,32:12,Monkey King,Ember Spirit,Enchantress,Bane,Mars
71,1,ESL One Stockholm 2022,Fnatic,dire,27,WIN,22:18,Beastmaster,Hoodwink,Chaos Knight,Storm Spirit,Pugna
71,1,ESL One Stockholm 2022,Thunder Awaken,radiant,6,LOSE,22:18,Phantom Assassin,Pangolier,Doom,Bane,Mars
71,2,ESL One Stockholm 2022,Fnatic,dire,18,LOSE,35:50,Lich,Dark Willow,Lifestealer,Dragon Knight,Keeper of the Light
71,2,ESL One Stockholm 2022,Thunder Awaken,radiant,33,WIN,35:50,Death Prophet,Morphling,Viper,Mirana,Mars
72,1,ESL One Stockholm 2022,Gaimin Gladiators,radiant,35,WIN,46:17,Enchantress,Monkey King,Bane,Mars,Storm Spirit
72,1,ESL One Stockholm 2022,Thunder Awaken,dire,48,LOSE,46:17,Luna,Mirana,Kunkka,Timbersaw,Pugna
72,2,ESL One Stockholm 2022,Gaimin Gladiators,dire,5,LOSE,27:17,Bloodseeker,Keeper of the Light,Void Spirit,Grimstroke,Mars
72,2,ESL One Stockholm 2022,Thunder Awaken,radiant,43,WIN,27:17,Templar Assassin,Storm Spirit,Ogre Magi,Sand King,Mirana
73,1,ESL One Stockholm 2022,Team Liquid,radiant,35,LOSE,59:51,Razor,Clockwerk,Enigma,Grimstroke,Mars
73,1,ESL One Stockholm 2022,Team SoloMid,dire,46,WIN,59:51,Rubick,Enchantress,Underlord,Chaos Knight,Keeper of the Light
73,2,ESL One Stockholm 2022,Team Liquid,dire,24,LOSE,39:19,Spectre,Tiny,Undying,Phoenix,Mars
73,2,ESL One Stockholm 2022,Team SoloMid,radiant,43,WIN,39:19,Treant Protector,Brewmaster,Snapfire,Chaos Knight,Shadow Shaman
74,1,ESL One Stockholm 2022,Team SoloMid,radiant,11,LOSE,29:12,Ogre Magi,Mars,Medusa,Leshrac,Io
74,1,ESL One Stockholm 2022,Thunder Awaken,dire,31,WIN,29:12,Ursa,Timbersaw,Tiny,Bane,Storm Spirit
74,2,ESL One Stockholm 2022,Team SoloMid,dire,40,WIN,42:07,Enigma,Pangolier,Abaddon,Snapfire,Chaos Knight
74,2,ESL One Stockholm 2022,Thunder Awaken,radiant,13,LOSE,42:07,Luna,Death Prophet,Shadow Demon,Batrider,Tiny
75,1,ESL One Stockholm 2022,Team Spirit,dire,29,LOSE,48:06,Invoker,Bane,Spectre,Mirana,Sand King
75,1,ESL One Stockholm 2022,Thunder Awaken,radiant,54,WIN,48:06,Chaos Knight,Venomancer,Abaddon,Snapfire,Tiny
76,1,ESL One Stockholm 2022,Team Liquid,radiant,9,LOSE,30:35,Lifestealer,Visage,Grimstroke,Io,Mars
76,1,ESL One Stockholm 2022,Team SoloMid,dire,23,WIN,30:35,Monkey King,Hoodwink,Underlord,Storm Spirit,Pugna
77,1,ESL One Stockholm 2022,Team Spirit,radiant,35,WIN,26:14,Luna,Kunkka,Shadow Demon,Mirana,Sand King
77,1,ESL One Stockholm 2022,Team Liquid,dire,7,LOSE,26:14,Lich,Keeper of the Light,Lone Druid,Hoodwink,Dragon Knight
78,1,ESL One Stockholm 2022,Thunder Awaken,dire,32,WIN,34:56,Alchemist,Kunkka,Abaddon,Mirana,Sand King
78,1,ESL One Stockholm 2022,Team SoloMid,radiant,10,LOSE,34:56,Omniknight,Spectre,Enigma,Pangolier,Shadow Shaman
79,1,ESL One Stockholm 2022,Team Liquid,dire,15,LOSE,35:43,Skywrath Mage,Clinkz,Enigma,Abaddon,Dragon Knight
79,1,ESL One Stockholm 2022,Thunder Awaken,radiant,38,WIN,35:43,Kunkka,Timbersaw,Snapfire,Viper,Mars
80,1,ESL One Stockholm 2022,Team Spirit,radiant,26,LOSE,55:06,Bloodseeker,Anti-Mage,Snapfire,Storm Spirit,Bane
80,1,ESL One Stockholm 2022,Team SoloMid,dire,42,WIN,55:06,Night Stalker,Dragon Knight,Pugna,Leshrac,Io
81,1,DPC 2022 Summer Tour - Western Europe Division 1,Team Liquid,dire,44,WIN,45:27,Naga Siren,Void Spirit,Jakiro,Razor,Nyx Assassin
81,1,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,25,LOSE,45:27,Doom,Puck,Tiny,Enigma,Dawnbreaker
81,2,DPC 2022 Summer Tour - Western Europe Division 1,Team Liquid,dire,30,WIN,27:33,Magnus,Skywrath Mage,Vengeful Spirit,Bristleback,Tiny
81,2,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,7,LOSE,27:33,Bloodseeker,Batrider,Bane,Enigma,Dawnbreaker
82,1,DPC 2022 Summer Tour - Western Europe Division 1,Gaimin Gladiators,radiant,10,LOSE,31:39,Night Stalker,Crystal Maiden,Bristleback,Puck,Dawnbreaker
82,1,DPC 2022 Summer Tour - Western Europe Division 1,Tundra Esports,dire,37,WIN,31:39,Bloodseeker,Death Prophet,Winter Wyvern,Zeus,Tiny
82,2,DPC 2022 Summer Tour - Western Europe Division 1,Gaimin Gladiators,radiant,13,LOSE,32:01,Wraith King,Bane,Batrider,Puck,Dawnbreaker
82,2,DPC 2022 Summer Tour - Western Europe Division 1,Tundra Esports,dire,27,WIN,32:01,Visage,Faceless Void,Winter Wyvern,Zeus,Tiny
83,1,DPC 2022 Summer Tour - Western Europe Division 1,OG,dire,32,WIN,46:41,Phantom Lancer,Zeus,Hoodwink,Clockwerk,Razor
83,1,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,30,LOSE,46:41,Tiny,Bane,Monkey King,Terrorblade,Enigma
83,2,DPC 2022 Summer Tour - Western Europe Division 1,OG,dire,32,WIN,31:09,Alchemist,Mars,Jakiro,Zeus,Puck
83,2,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,14,LOSE,31:09,Brewmaster,Tiny,Skywrath Mage,Visage,Clockwerk
84,1,DPC 2022 Summer Tour - Western Europe Division 1,Team Secret,dire,44,WIN,52:16,Monkey King,Dawnbreaker,Clockwerk,Phoenix,Puck
84,1,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,16,LOSE,52:16,Enigma,Nyx Assassin,Bane,Tiny,Doom
84,2,DPC 2022 Summer Tour - Western Europe Division 1,Team Secret,radiant,25,LOSE,48:15,Lifestealer,Slardar,Shadow Shaman,Winter Wyvern,Timbersaw
84,2,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,dire,41,WIN,48:15,Zeus,Bloodseeker,Dawnbreaker,Bane,Puck
84,3,DPC 2022 Summer Tour - Western Europe Division 1,Team Secret,radiant,16,LOSE,47:03,Terrorblade,Tiny,Clockwerk,Winter Wyvern,Timbersaw
84,3,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,dire,37,WIN,47:03,Necrophos,Hoodwink,Night Stalker,Bane,Puck
85,1,DPC 2022 Summer Tour - Western Europe Division 1,OG,dire,7,LOSE,27:30,Tidehunter,Morphling,Zeus,Marci,Puck
85,1,DPC 2022 Summer Tour - Western Europe Division 1,Team Liquid,radiant,26,WIN,27:30,Pudge,Jakiro,Lone Druid,Dawnbreaker,Razor
85,2,DPC 2022 Summer Tour - Western Europe Division 1,OG,dire,19,LOSE,39:03,Lifestealer,Void Spirit,Jakiro,Zeus,Mars
85,2,DPC 2022 Summer Tour - Western Europe Division 1,Team Liquid,radiant,33,WIN,39:03,Snapfire,Bristleback,Keeper of the Light,Monkey King,Tiny
86,1,DPC 2022 Summer Tour - Western Europe Division 1,Team Secret,dire,29,WIN,34:25,Kunkka,Chaos Knight,Hoodwink,Beastmaster,Zeus
86,1,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,11,LOSE,34:25,Batrider,Windranger,Chen,Doom,Enigma
86,2,DPC 2022 Summer Tour - Western Europe Division 1,Team Secret,dire,29,LOSE,55:58,Snapfire,Chaos Knight,Dazzle,Puck,Beastmaster
86,2,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,40,WIN,55:58,Winter Wyvern,Ember Spirit,Doom,Enigma,Clockwerk
86,3,DPC 2022 Summer Tour - Western Europe Division 1,Team Secret,dire,22,LOSE,42:35,Razor,Ember Spirit,Hoodwink,Timbersaw,Enigma
86,3,DPC 2022 Summer Tour - Western Europe Division 1,Entity Gaming,radiant,32,WIN,42:35,Bane,Brewmaster,Leshrac,Puck,Clockwerk
87,1,DPC 2022 Summer Tour - Western Europe Division 1,OG,radiant,23,LOSE,33:22,Weaver,Batrider,Jakiro,Void Spirit,Enigma
87,1,DPC 2022 Summer Tour - Western Europe Division 1,Tundra Esports,dire,32,WIN,33:22,Lycan,Doom,Zeus,Io,Razor
87,2,DPC 2022 Summer Tour - Western Europe Division 1,OG,radiant,2,LOSE,17:10,Mars,Monkey King,Jakiro,Void Spirit,Enigma
87,2,DPC 2022 Summer Tour - Western Europe Division 1,Tundra Esports,dire,13,WIN,17:10,Clockwerk,Lycan,Rubick,Io,Razor
88,1,DPC 2022 Summer Tour - Western Europe Division 1,goonsquad,dire,6,LOSE,29:05,Batrider,Leshrac,Nyx Assassin,Razor,Io
88,1,DPC 2022 Summer Tour - Western Europe Division 1,Gaimin Gladiators,radiant,34,WIN,29:05,Legion Commander,Clockwerk,Puck,Crystal Maiden,Dawnbreaker
